,Dates,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,DD,DNH,DVC,Delhi,Essar steel,Goa,Gujarat,HP,Haryana,J&K,Jharkhand,Karnataka,Kerala,MP,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,UP,Uttarakhand,West Bengal,Total Consumption
545,2024-03-17,236.7,2.9,29.0,103.2,3.1,133.5,,,69.9,65.1,,12.4,415.4,27.1,136.1,57.2,34.7,309.5,92.3,252.9,587.8,3.0,5.8,1.7,2.4,119.8,178.8,290.4,1.5,370.4,268.1,4.0,361.2,38.1,158.4,4445.599999999999
546,2020-09-07,191.5,2.1,30.8,117.9,5.6,94.0,6.7,17.3,62.0,104.2,16.8,9.3,309.0,29.9,182.4,39.8,27.6,165.6,62.5,218.1,400.6,2.6,5.3,1.7,2.6,88.8,213.7,193.0,1.2,266.5,221.3,,457.2,41.3,162.6,3759.6
547,2020-09-08,189.0,2.2,32.2,115.8,5.8,96.2,7.0,17.6,62.8,105.9,16.4,9.4,321.2,32.2,192.4,45.1,27.5,164.5,66.1,224.8,412.8,2.8,5.5,1.7,2.4,86.8,224.7,198.2,1.2,279.1,226.8,,468.7,43.5,168.4,3864.9
548,2020-09-09,190.0,2.1,35.1,118.5,5.9,95.1,6.9,17.7,62.3,113.1,17.3,9.7,331.0,33.1,202.5,46.4,27.5,159.5,65.6,229.4,420.9,2.4,5.7,1.7,2.4,86.4,240.9,217.3,1.2,281.1,223.6,,473.2,43.6,175.1,3952.0
549,2020-09-10,189.2,2.3,35.7,119.8,6.0,92.5,7.0,17.8,64.4,114.3,17.8,9.6,342.6,32.7,207.8,43.7,29.2,155.3,63.2,222.5,411.9,2.5,5.7,1.7,2.4,85.8,253.4,226.8,1.0,272.2,217.0,,471.9,43.4,174.8,3951.400000000001
550,2020-09-11,182.8,2.1,36.0,116.4,6.0,90.4,7.1,17.6,66.7,116.7,17.5,9.4,340.7,32.9,211.7,47.4,29.1,157.0,61.8,215.2,404.4,2.9,5.9,1.7,2.5,88.2,261.4,227.3,1.1,280.3,198.2,,474.4,43.8,169.4,3933.6
551,2020-09-12,171.5,2.2,35.4,117.8,5.8,93.1,6.7,17.6,68.1,112.3,19.6,9.0,315.3,32.8,213.1,46.4,28.8,149.4,60.3,216.2,398.1,3.0,5.8,1.7,2.5,88.6,260.3,245.1,1.1,280.2,181.0,,479.1,43.5,171.8,3890.7
552,2020-09-13,146.5,2.2,33.6,119.0,5.5,96.3,6.6,17.3,65.7,110.8,18.9,7.8,292.6,30.5,205.6,43.4,29.9,129.9,54.9,217.5,386.6,2.5,5.8,1.7,2.2,88.3,261.4,246.3,0.9,247.0,154.1,,473.8,40.2,167.9,3720.1
553,2018-10-08,193.2,2.2,25.7,93.5,3.8,103.9,7.1,16.6,60.9,91.5,5.8,14.1,394.8,27.1,144.5,38.7,23.0,187.3,66.2,225.4,510.0,2.3,4.7,1.8,2.4,112.8,172.0,216.9,1.1,261.2,229.3,,351.2,37.3,182.9,3817.9
554,2018-10-09,195.8,2.1,26.4,94.0,3.8,104.0,7.0,17.8,60.8,92.3,6.0,14.1,392.7,27.1,154.0,32.5,24.9,192.9,66.7,228.3,503.1,2.2,4.8,2.0,2.4,113.8,163.1,213.8,1.2,270.7,233.4,,350.2,37.3,170.7,3818.7999999999993
555,2018-10-10,190.5,2.2,27.2,94.2,3.9,101.2,6.8,18.2,61.2,94.3,6.5,10.7,378.0,27.7,153.9,40.5,24.8,197.4,68.2,232.9,517.7,2.4,4.6,1.6,2.3,110.0,163.8,224.3,1.3,285.2,228.0,,347.3,37.2,150.5,3823.6
556,2018-10-11,188.5,2.2,26.6,83.6,3.6,98.4,6.9,18.2,59.7,88.3,6.4,10.5,395.0,26.3,138.3,37.5,19.7,199.7,68.5,234.5,513.0,2.1,4.9,1.5,2.2,87.1,151.4,219.8,1.3,290.1,222.7,,333.6,32.4,137.9,3719.8
557,2018-10-12,194.0,2.2,24.9,73.5,3.6,99.0,7.0,17.9,61.0,81.9,5.8,10.9,396.0,27.5,138.6,40.4,19.4,208.7,70.7,236.6,513.1,2.1,4.8,1.7,2.1,86.0,152.0,220.0,1.3,300.7,227.8,,317.7,35.2,140.9,3732.6999999999994
558,2018-10-13,192.2,2.0,24.8,81.1,3.3,100.6,7.2,17.6,62.2,75.3,6.0,11.1,387.2,27.6,139.4,38.6,23.3,215.1,69.9,239.2,514.6,2.0,5.3,1.8,2.0,93.3,146.4,218.1,1.2,307.2,218.1,,312.3,35.1,133.1,3721.9
559,2018-10-14,191.2,2.2,24.1,87.2,3.0,101.3,7.1,17.4,63.2,70.7,7.5,11.1,374.8,25.1,129.1,38.1,23.5,205.5,63.6,240.1,504.5,2.1,5.0,1.6,2.0,93.7,135.4,214.4,1.0,289.0,214.8,,289.9,32.9,130.3,3609.500000000001
560,2023-08-21,227.1,3.0,42.2,148.6,7.6,114.5,,,75.9,147.8,,13.3,431.7,34.3,256.3,53.6,38.5,260.6,84.9,246.4,542.7,2.7,5.3,2.0,2.7,106.0,318.3,325.1,1.2,367.7,234.3,6.2,528.7,45.6,218.4,4966.9
561,2023-08-22,233.4,2.8,38.7,135.4,7.4,120.9,,,76.2,147.9,,13.6,444.2,40.7,259.0,53.0,36.6,260.1,87.9,251.6,551.3,2.5,5.1,2.0,2.8,112.7,322.8,341.1,1.3,373.4,252.8,5.8,504.2,43.1,223.8,5031.700000000001
562,2023-08-23,236.5,2.8,39.9,136.5,6.0,123.0,,,74.1,129.7,,13.8,445.3,31.3,232.4,51.6,38.7,291.0,89.3,241.3,554.3,2.6,5.3,1.7,2.9,111.4,331.5,331.4,1.3,383.3,258.9,5.6,397.7,43.4,208.4,4898.799999999999
563,2023-08-24,237.4,2.9,39.6,128.8,6.0,121.6,,,75.1,122.6,,14.0,450.0,36.5,230.5,49.7,36.4,295.6,88.6,244.8,566.7,2.6,5.8,1.8,2.7,110.2,320.0,333.6,1.3,380.7,265.4,5.8,411.2,44.0,194.9,4902.5
564,2023-08-25,243.6,2.8,40.7,124.6,6.7,120.4,,,74.7,125.5,,13.6,451.1,29.8,238.3,49.5,37.9,295.5,88.6,255.2,560.8,2.6,5.6,1.8,2.9,111.5,317.4,337.6,1.1,385.4,275.7,5.2,430.3,45.4,182.9,4939.999999999999
565,2023-08-26,231.7,2.8,38.8,123.2,6.4,125.5,,,76.7,123.3,,14.1,463.3,33.3,242.9,47.7,36.3,283.7,87.3,266.6,554.9,2.5,5.2,2.0,2.9,113.7,290.8,341.4,1.2,389.8,257.9,4.9,465.1,47.1,180.2,4938.900000000001
566,2023-08-27,225.8,2.7,36.1,134.5,6.0,129.4,,,74.4,119.1,,12.1,444.8,31.9,230.4,49.5,39.9,272.0,82.0,271.6,538.3,2.5,5.4,2.0,2.8,132.3,304.1,342.4,0.7,349.9,256.6,4.6,485.1,45.2,186.3,4872.700000000001
567,22-03-2020_x,176.7,2.1,19.0,68.2,2.4,81.6,3.6,13.5,57.5,46.1,4.4,7.4,282.4,13.0,93.0,45.6,21.5,226.4,69.9,182.1,395.6,2.4,5.6,1.6,2.2,66.5,86.3,178.7,1.0,276.5,219.7,,240.8,22.5,100.4,3022.3
568,2020-03-23,181.4,1.9,21.5,63.0,2.4,86.4,5.2,15.0,53.3,48.7,4.3,6.9,291.0,20.5,92.0,44.7,23.2,238.3,75.3,183.4,403.6,2.7,5.8,1.8,2.1,69.1,74.7,171.9,1.4,302.6,224.9,,247.4,21.7,114.7,3109.7999999999997
569,2020-03-24,175.4,2.0,21.3,69.9,2.3,80.8,4.6,12.9,38.1,46.0,2.1,7.2,263.0,15.6,85.9,42.8,23.9,231.2,69.9,178.9,394.4,2.6,5.3,1.7,2.0,74.7,69.6,171.4,1.5,290.7,210.7,,241.6,19.5,106.4,2970.9
570,2020-03-25,162.1,2.1,19.5,72.7,2.3,75.2,1.7,3.2,34.9,46.1,1.8,6.2,238.2,12.8,76.7,44.6,24.2,214.9,66.7,160.0,357.9,2.3,5.0,1.5,2.1,79.1,63.1,161.2,1.4,256.3,207.4,,239.9,18.2,107.8,2773.2999999999997
571,2020-03-26,159.7,2.0,19.1,73.3,2.3,73.4,1.5,2.2,34.3,44.1,1.4,6.9,207.5,12.0,74.7,43.2,23.2,213.6,65.7,150.3,328.0,2.5,4.7,1.6,2.1,82.7,66.9,127.9,1.3,245.9,202.5,,238.9,18.0,111.8,2649.3
572,2020-03-27,160.4,2.0,20.6,76.3,2.4,77.0,1.4,2.0,33.6,44.4,1.3,7.0,192.3,12.9,65.9,42.9,23.7,217.4,66.6,131.8,348.2,2.5,4.3,1.8,2.1,80.7,57.6,105.8,1.3,244.7,202.7,,217.3,17.0,117.0,2589.0000000000005
573,2020-03-28,161.0,1.9,21.0,67.3,2.2,73.6,1.4,1.7,32.9,42.4,1.9,6.8,201.7,12.6,64.8,40.9,23.0,214.6,67.5,142.8,351.0,2.4,3.7,1.5,2.0,82.8,56.1,123.5,1.3,244.5,208.6,,219.4,16.9,125.2,2625.0
574,2018-12-31,163.0,2.4,23.4,76.8,3.7,76.6,6.6,16.9,65.3,69.0,11.4,9.4,316.8,30.1,125.0,50.2,26.1,203.1,69.1,258.3,386.6,2.8,6.6,1.8,2.2,71.5,110.9,236.6,1.4,279.7,179.0,,291.2,38.1,110.1,3328.3999999999996
575,2019-01-01,155.6,2.3,23.2,77.6,3.8,75.9,5.8,15.6,66.4,69.6,10.9,9.0,312.4,30.4,123.4,51.6,25.2,199.3,68.1,257.8,385.7,2.7,6.6,1.6,2.1,70.5,109.2,238.3,1.3,270.0,178.6,,295.0,37.4,104.7,3294.4
576,2019-01-02,159.9,2.3,23.3,76.2,3.8,75.4,6.4,16.3,63.4,69.0,10.5,8.7,315.8,30.6,125.5,44.8,25.2,200.3,65.9,258.8,400.5,2.9,6.7,1.5,2.1,71.2,108.0,239.8,1.5,279.2,183.1,,285.2,38.2,107.2,3316.3999999999996
577,2019-01-03,163.1,2.2,21.8,77.4,3.7,76.8,6.9,17.1,62.4,68.3,9.8,8.8,323.1,30.1,127.2,50.6,24.6,204.2,59.5,258.9,413.8,2.4,6.9,1.3,2.0,80.7,103.8,239.9,1.5,287.9,183.6,,291.4,38.5,109.7,3367.2999999999997
578,2019-01-04,165.9,2.1,23.0,77.7,3.8,78.9,7.1,17.0,64.5,73.9,9.0,8.8,326.3,30.5,126.5,50.9,21.4,208.5,63.4,259.8,411.5,2.7,6.9,1.9,2.2,81.5,113.6,236.5,1.5,289.4,186.0,,290.7,39.7,112.8,3403.3999999999996
579,2019-01-05,165.5,2.1,23.9,74.5,3.8,78.6,7.1,17.1,65.7,68.2,9.5,9.8,325.2,30.7,124.6,42.0,24.4,204.8,63.6,260.4,411.8,2.8,6.7,1.9,2.1,74.9,108.4,234.2,1.4,281.3,185.8,,289.5,39.6,117.3,3366.7999999999997
580,2019-01-06,162.6,2.1,23.0,76.5,3.5,79.0,6.6,17.2,65.3,64.9,11.1,8.3,312.2,28.0,106.3,49.2,24.4,195.7,58.0,257.3,398.6,2.6,6.3,1.4,2.1,72.9,99.0,235.2,1.6,267.8,179.3,,279.5,37.8,111.0,3253.2
581,2019-01-14,159.1,2.1,23.9,76.7,3.7,81.2,6.2,16.6,66.3,68.9,9.1,9.5,256.6,28.5,126.0,50.2,24.8,210.7,66.9,250.5,414.6,2.9,6.4,1.8,2.1,71.5,108.1,231.0,1.6,275.1,179.7,,282.8,38.2,114.3,3275.000000000001
582,2019-01-15,151.4,2.2,22.9,74.5,3.8,80.1,6.6,17.3,65.7,72.2,9.1,9.5,282.7,25.8,131.7,52.5,21.4,204.2,67.9,249.2,418.4,2.9,6.5,1.9,2.1,71.9,116.9,237.6,1.3,240.3,171.6,,295.3,40.6,116.8,3281.3
583,2019-01-16,151.2,2.1,21.4,73.9,4.0,79.5,6.9,17.7,65.4,72.3,7.8,9.5,316.4,30.3,132.0,48.5,22.8,212.2,67.1,251.6,421.8,2.9,6.1,1.8,2.2,73.8,118.0,240.9,1.4,227.9,174.0,,291.3,39.7,121.4,3321.8
584,2019-01-17,157.0,2.2,22.8,75.3,3.8,77.8,7.1,17.9,65.0,72.2,9.2,9.5,327.5,29.7,131.3,50.3,22.4,215.5,66.3,251.9,421.0,2.8,6.6,1.9,2.1,71.8,120.1,244.1,1.4,238.1,178.2,,293.4,39.1,117.2,3358.4999999999995
585,2019-01-18,163.4,2.2,23.3,76.7,3.8,82.9,7.1,17.8,65.2,73.9,10.3,11.9,329.8,29.9,132.4,51.6,21.7,215.6,66.4,253.4,413.7,2.8,5.4,1.7,2.2,72.8,119.0,241.1,1.4,265.1,182.1,,294.9,39.5,121.5,3409.2000000000003
586,2019-01-19,165.2,2.3,23.2,75.1,3.6,83.3,6.9,16.8,69.7,66.2,11.0,12.0,329.0,29.3,129.5,50.4,21.7,211.7,66.1,250.8,413.1,2.8,6.6,1.6,2.1,74.0,114.9,242.0,1.3,268.0,182.5,,293.8,39.1,122.6,3395.2
587,2019-01-20,163.4,2.3,22.2,76.2,3.4,84.7,6.8,17.2,65.4,64.6,11.9,12.0,321.9,25.3,118.6,49.0,23.2,197.4,58.8,250.8,403.2,3.0,6.4,1.8,2.1,73.3,109.1,239.6,1.1,264.6,181.2,,280.0,36.2,111.0,3294.2
588,2023-06-05,235.0,2.9,43.2,144.2,5.5,104.6,,,75.7,110.0,,16.0,430.8,29.1,177.6,51.7,36.6,257.9,92.1,251.7,559.5,2.6,4.7,1.8,2.8,124.5,178.9,253.2,2.0,378.2,193.3,6.6,494.5,47.4,232.4,4621.299999999999
589,2023-06-06,244.4,2.9,46.3,145.1,5.3,105.9,,,76.2,113.7,,16.2,440.5,29.5,179.8,51.5,36.4,262.0,91.3,256.0,597.6,2.3,4.4,1.8,3.0,129.3,177.3,251.0,1.5,371.5,203.4,7.0,503.9,47.9,237.6,4715.2
590,2023-06-07,245.6,3.1,47.6,146.2,5.5,107.2,,,76.6,116.1,,16.4,450.2,30.4,189.1,46.8,37.3,263.3,87.4,253.8,604.1,2.1,4.7,1.9,3.0,133.8,174.2,264.5,1.4,353.9,204.5,7.0,519.4,48.8,238.4,4757.5
591,2023-06-08,242.1,2.9,47.4,148.5,5.7,111.1,,,75.9,121.2,,17.1,460.0,31.8,200.2,50.5,38.2,264.8,82.2,253.7,601.2,2.2,4.5,1.9,3.0,132.1,188.5,287.8,1.5,380.9,203.2,5.8,527.8,50.2,243.1,4861.0
592,2023-06-09,249.8,2.9,40.7,145.7,6.1,111.7,,,78.1,126.4,,16.0,462.3,32.6,208.3,50.1,37.3,256.1,80.5,251.2,626.3,2.3,4.7,1.8,2.9,133.1,208.8,295.8,1.5,389.0,204.5,5.4,535.9,51.7,218.9,4912.799999999999
593,2023-06-10,244.6,2.9,38.6,146.0,6.2,111.2,,,79.2,126.2,,14.5,455.5,31.7,199.6,49.4,37.7,238.5,77.8,257.6,614.4,2.3,4.9,1.6,2.8,136.6,204.2,309.3,1.5,382.7,197.1,4.9,542.4,52.8,198.9,4848.499999999999
594,2023-06-11,241.6,2.5,33.3,144.3,5.5,109.2,,,78.0,119.1,,13.5,416.5,27.7,182.2,50.7,37.6,221.5,72.7,253.0,585.6,2.2,5.6,1.8,2.6,122.7,175.2,304.0,1.1,352.4,188.4,4.5,531.5,48.6,205.8,4615.000000000001
595,2017-08-28,138.2,2.0,29.0,77.5,4.9,80.7,6.9,16.6,64.7,106.0,2.1,7.5,274.1,26.0,175.3,42.1,23.5,150.4,63.6,156.2,383.7,2.2,4.6,1.2,2.1,76.5,211.5,196.4,1.2,274.0,150.4,,340.0,36.7,141.3,3276.1000000000004
596,2017-08-29,137.5,2.1,31.6,79.8,5.5,78.4,6.5,16.4,65.0,112.2,2.3,8.8,255.2,24.8,172.9,43.3,23.8,148.3,63.2,153.2,357.7,2.3,4.2,1.2,1.9,83.8,194.7,193.0,1.0,284.6,145.5,,343.0,39.1,140.7,3230.4999999999995
597,2017-08-30,150.3,2.2,31.8,83.1,5.6,80.8,6.9,16.7,66.3,110.5,2.2,9.5,238.9,25.5,171.4,40.1,25.4,154.9,65.4,157.4,357.2,2.1,4.9,0.9,2.0,76.9,181.5,185.1,1.1,291.9,156.5,,357.8,40.6,152.3,3262.1
598,2017-08-31,153.4,2.4,31.5,81.3,5.5,84.9,6.9,16.8,67.7,104.1,1.9,9.0,240.5,25.8,162.3,40.3,25.1,164.3,67.8,162.0,376.9,2.2,4.4,1.3,1.9,76.6,180.2,178.8,0.9,285.7,173.6,,348.7,38.8,153.2,3283.8999999999996
599,2017-09-01,154.4,2.2,30.2,73.5,4.9,84.9,6.7,16.4,61.3,98.7,1.3,9.0,247.5,23.5,141.8,38.3,24.0,170.4,65.3,166.8,380.0,2.3,5.0,1.5,1.9,71.7,147.1,168.4,1.1,284.2,186.2,,321.1,34.6,149.4,3182.7
600,2017-09-02,155.0,2.1,29.9,77.9,4.6,87.2,6.7,16.8,63.9,90.2,1.8,8.3,244.9,22.1,121.0,40.1,24.5,168.6,65.3,169.4,388.4,2.6,4.4,1.3,2.2,70.1,134.1,176.2,1.0,271.6,188.2,,340.8,35.4,132.1,3155.9
601,2017-09-03,149.8,2.0,28.6,77.7,4.5,89.0,6.3,16.6,63.6,89.5,2.0,8.3,243.4,21.8,125.4,40.1,24.3,158.0,60.6,167.3,385.7,2.1,4.7,1.2,2.2,71.3,141.0,176.4,0.9,247.1,181.5,,340.4,33.0,135.0,3107.9
602,2024-06-03,205.2,2.2,32.7,147.1,8.2,115.0,,,73.6,155.3,,14.7,496.7,36.9,248.9,50.0,43.3,217.3,84.1,290.4,627.7,2.8,4.9,1.8,2.6,122.2,244.3,351.0,1.3,355.6,188.7,,625.0,57.2,225.4,5107.2
603,2024-06-04,221.0,2.6,34.2,144.5,8.1,118.0,,,73.3,156.2,,16.2,501.2,38.0,252.0,51.1,44.3,228.1,88.2,286.8,619.2,3.0,5.1,1.7,2.8,134.8,249.1,364.9,1.3,385.8,198.8,,610.1,58.9,228.1,5201.8
604,2024-06-05,207.9,2.7,38.4,148.9,7.4,110.7,,,73.4,159.0,,16.5,495.1,36.4,248.7,47.8,44.4,221.6,88.2,280.3,602.2,3.2,5.4,2.1,2.8,146.0,230.5,367.2,1.4,368.9,194.4,,616.0,45.3,224.6,5114.6
605,2024-06-06,195.4,2.6,42.9,128.9,7.1,117.2,,,73.6,146.8,,16.2,502.5,35.5,216.5,48.7,45.2,206.8,87.6,293.8,606.0,3.0,5.6,1.7,2.7,146.9,192.2,359.0,1.5,343.6,190.3,,526.4,54.1,241.0,4912.6
606,2024-06-07,199.9,2.6,44.2,151.7,7.6,116.8,,,76.9,147.4,,15.2,514.2,38.9,233.4,51.7,47.1,195.4,84.3,287.8,579.7,3.1,5.8,1.7,3.0,135.6,236.8,339.3,1.7,338.3,189.0,,598.5,58.0,244.7,5025.0
607,2024-06-08,191.2,2.6,42.4,157.5,7.1,112.3,,,76.2,143.0,,14.2,505.0,39.3,247.7,53.9,49.0,184.4,81.8,272.7,565.3,3.0,6.4,2.0,2.8,133.0,252.7,326.2,1.3,330.2,185.7,,616.0,58.8,247.5,4987.1
608,2024-06-09,193.0,3.0,41.2,160.3,6.6,112.4,,,75.6,136.7,,12.6,482.5,37.2,229.4,55.9,49.6,164.7,73.8,275.8,520.5,2.7,5.5,1.7,2.8,139.7,246.3,341.2,1.0,305.2,177.9,,610.8,54.5,247.3,4841.700000000001
609,2024-04-29,251.8,2.5,31.8,143.9,4.7,133.4,,,74.3,108.4,,16.8,480.8,31.5,173.5,44.2,46.7,327.0,113.0,282.0,638.6,2.8,5.1,1.9,2.0,130.6,151.1,288.4,1.4,436.2,229.6,,511.4,47.0,256.0,5045.099999999999
610,2024-04-30,255.5,2.6,34.7,138.5,4.6,136.8,,,75.5,105.5,,17.3,478.6,31.1,172.6,47.6,47.3,336.4,113.3,292.4,648.3,3.0,5.2,2.0,2.3,140.1,151.0,291.1,1.4,443.6,232.8,,502.0,47.9,264.0,5102.499999999999
611,2024-05-01,250.6,3.1,32.7,143.5,4.4,134.9,,,75.6,98.5,,16.1,461.7,30.3,171.2,48.2,46.3,308.6,107.2,285.8,573.0,2.7,5.4,2.1,2.2,142.5,152.5,283.5,1.1,410.3,222.6,,485.9,43.4,242.2,4860.199999999999
612,2024-05-02,256.6,2.2,34.8,132.4,4.4,132.1,,,75.8,98.8,,16.5,471.8,32.0,173.5,49.4,46.6,328.4,114.3,283.9,607.5,2.5,4.7,2.0,2.3,138.6,160.5,284.5,1.4,437.8,228.5,,477.5,45.4,248.2,4968.4
613,2024-05-03,258.7,2.2,35.8,137.8,4.7,131.2,,,75.6,102.8,,17.0,478.9,33.3,180.5,49.7,45.1,317.9,116.1,287.5,621.0,2.8,5.5,2.0,2.3,134.0,172.7,290.8,1.6,442.8,231.0,,486.6,47.5,248.9,5040.2
614,2024-05-04,259.2,2.5,37.3,137.7,4.7,131.1,,,76.1,105.7,,16.5,490.1,33.0,187.6,50.3,45.3,311.1,112.6,289.4,620.2,3.0,5.3,1.9,2.5,146.0,183.3,299.5,1.4,436.9,232.7,,507.5,48.7,250.8,5107.099999999999
615,2024-05-05,253.6,2.6,26.4,143.1,4.8,129.1,,,75.6,106.8,,15.6,475.0,30.1,179.7,52.6,45.3,300.5,103.4,287.8,618.9,2.2,4.6,1.8,2.2,137.6,174.4,298.2,1.2,404.8,220.9,,510.4,45.9,234.0,4965.099999999999
616,2021-08-09,216.9,2.3,36.6,118.2,6.1,112.5,7.0,19.6,66.6,105.3,18.3,12.2,406.5,29.6,194.0,47.0,30.4,201.6,69.2,193.8,518.2,2.5,5.7,1.6,2.4,109.6,253.4,244.3,1.4,337.7,242.3,,403.0,42.2,173.7,4240.8
617,2021-08-10,201.5,2.3,37.4,119.3,6.4,110.8,7.5,19.8,62.0,111.7,18.0,12.6,410.9,31.1,207.4,46.5,29.2,204.6,70.7,193.0,531.5,2.6,5.6,1.5,2.5,110.1,274.9,255.2,1.4,343.9,249.0,,404.5,44.9,181.6,4321.0
618,2021-08-11,206.1,2.5,37.3,119.7,6.5,112.1,7.5,19.6,64.4,116.6,17.6,13.3,405.2,33.9,220.2,45.3,29.0,203.6,70.9,200.8,522.1,2.7,5.8,1.6,2.5,108.0,283.6,265.3,1.4,343.5,249.2,,416.8,44.5,184.3,4372.2
619,2021-08-12,212.3,2.3,38.9,111.1,6.5,113.6,7.5,20.0,67.8,119.9,17.6,12.5,414.2,34.2,226.3,46.6,28.6,202.3,69.3,213.5,529.2,2.5,6.0,1.5,2.6,109.9,288.5,270.5,1.4,331.5,251.0,,425.6,45.6,182.8,4422.200000000001
620,2021-08-13,204.7,2.2,36.7,115.8,6.5,115.8,7.5,19.8,67.8,122.0,17.8,11.7,414.1,33.9,232.0,48.0,30.6,198.4,69.2,223.9,521.4,2.9,6.4,1.6,2.7,109.7,294.0,278.4,1.5,335.5,238.2,,447.6,45.1,179.1,4451.200000000001
621,2021-08-14,194.2,2.3,36.0,119.5,6.0,112.9,7.5,19.7,68.8,117.6,17.4,12.5,407.3,33.5,231.8,45.2,29.3,198.1,67.1,230.6,515.0,2.8,5.9,1.7,2.7,110.1,303.6,283.6,1.4,329.4,236.6,,453.2,44.6,179.9,4436.3
622,2021-08-15,187.3,2.2,34.1,122.5,5.3,110.3,5.2,16.0,67.9,107.2,18.9,11.5,388.5,26.9,214.7,44.3,29.8,181.8,61.4,233.0,475.7,2.8,5.9,1.6,2.4,108.2,291.3,283.3,1.1,287.3,230.8,,483.3,39.3,166.6,4255.3
623,2021-08-16,185.2,2.5,35.5,122.4,5.9,107.9,6.2,18.3,68.1,124.5,17.8,12.3,409.9,31.5,231.7,45.0,28.7,195.7,69.1,240.1,493.3,2.8,5.8,1.6,2.6,107.3,298.7,285.3,1.4,321.6,184.3,,474.9,43.5,178.6,4366.8
624,2021-08-17,179.8,2.4,35.6,119.9,6.4,106.5,7.5,19.9,68.8,133.9,17.9,12.8,432.0,33.8,245.1,49.1,27.8,191.7,71.2,234.2,474.8,2.6,6.0,1.5,2.6,108.1,300.4,298.6,1.4,329.1,173.5,,494.8,45.6,176.9,4420.099999999999
625,2021-08-18,188.7,2.4,36.6,123.7,6.8,99.5,7.3,19.3,67.3,134.6,17.8,12.7,415.1,35.4,251.1,49.5,28.3,188.3,70.7,218.9,448.6,2.6,5.9,1.6,2.5,110.3,303.0,308.0,1.5,322.8,174.1,,500.8,46.1,169.3,4379.6
626,2021-08-19,195.5,2.3,36.9,121.0,6.9,99.2,7.1,19.8,67.6,135.0,19.5,12.4,408.5,33.7,252.2,50.6,29.4,191.9,69.7,211.5,438.1,2.7,5.9,1.6,2.5,110.9,300.9,310.8,1.4,328.0,186.9,,481.4,45.8,163.9,4360.2
627,2021-08-20,195.9,2.2,36.1,120.7,6.0,98.1,7.3,19.7,67.9,116.3,18.4,12.5,398.6,33.7,229.2,49.2,28.5,195.2,67.9,205.3,438.7,2.7,5.9,1.6,2.4,103.7,298.3,300.4,1.4,330.2,199.7,,395.9,42.1,159.9,4199.9
628,2021-08-21,187.9,2.3,37.6,123.0,5.1,99.5,6.5,19.8,67.6,101.4,17.5,12.3,383.5,32.6,173.6,47.2,28.8,192.5,63.1,205.2,433.0,2.7,5.8,1.7,2.5,106.1,284.2,280.7,1.2,310.9,200.4,,360.3,41.2,164.1,4009.4
629,2021-08-22,182.4,2.3,35.0,123.7,4.6,94.3,6.1,18.2,65.1,95.0,18.1,11.5,321.1,26.1,152.5,44.6,29.0,169.6,63.3,206.7,411.8,2.8,5.8,1.6,2.5,108.9,207.3,245.4,1.2,283.9,192.5,,385.6,37.2,165.5,3728.1
630,2018-03-26,183.4,2.3,21.6,80.7,3.3,88.3,7.1,17.7,68.2,70.5,11.0,10.2,334.9,25.4,120.1,41.6,24.0,234.6,77.6,175.3,476.3,2.4,5.0,1.4,2.0,83.6,122.6,180.0,1.1,326.9,221.7,,296.9,34.6,159.1,3518.9
631,2018-03-27,181.3,2.2,20.0,82.4,3.4,87.9,7.4,18.1,69.3,73.4,11.2,10.5,339.3,25.6,120.0,43.2,24.6,240.1,79.7,177.8,491.1,2.0,4.9,1.4,2.0,82.4,127.0,179.3,1.2,336.9,220.5,,293.1,35.3,158.1,3560.4000000000005
632,2018-03-28,185.2,2.1,21.3,82.6,3.5,86.9,7.5,17.6,70.1,75.0,11.0,10.5,340.2,25.3,122.8,38.2,23.9,241.2,80.0,179.2,488.5,2.3,4.9,1.5,2.1,82.3,127.9,180.6,1.3,344.1,221.3,,305.7,36.2,163.0,3593.5
633,2018-03-29,185.8,1.6,19.8,82.9,3.3,89.6,7.4,18.0,69.7,74.5,10.7,10.5,342.8,26.5,121.1,42.0,24.2,238.8,79.3,177.7,483.1,2.4,4.7,1.6,2.0,90.5,126.0,177.1,1.4,346.4,222.5,,300.6,35.9,162.4,3590.5
634,2018-03-30,181.7,1.8,18.4,70.5,3.4,88.0,7.3,17.3,69.5,75.5,11.1,10.5,345.0,26.7,119.2,39.5,23.2,228.9,73.2,175.2,477.5,1.5,4.5,1.2,2.0,87.7,127.9,173.8,1.6,341.1,224.0,,285.1,35.4,157.6,3514.6
635,2018-03-31,175.5,2.2,20.2,61.3,3.4,87.3,6.9,17.4,69.0,73.7,12.8,10.5,337.7,26.0,115.8,40.1,23.3,219.2,76.3,177.3,480.1,1.8,4.7,1.5,1.9,76.4,117.0,174.9,1.6,331.8,219.1,,262.3,36.2,143.2,3416.3
